age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country
28,2,239130,10,1,7,3,1,0,0,40,0
26,1,191648,12,0,10,4,0,0,0,15,0
72,1,164724,13,1,2,3,0,0,0,28,0
35,5,45607,14,0,1,1,1,0,0,60,0
29,0,168873,10,1,0,3,0,0,0,30,0
22,1,203263,9,0,4,0,1,0,0,50,0
47,1,231284,9,0,5,1,1,0,0,40,13
52,6,165050,9,0,8,1,1,0,0,48,0
51,1,53197,10,2,4,2,1,0,0,40,0
25,1,272167,13,0,8,1,1,0,0,30,0
41,1,175883,9,2,9,2,1,0,0,60,0
23,1,189468,11,2,10,0,0,0,0,30,0
23,1,137994,10,0,10,0,0,0,0,40,0
47,2,30575,10,2,1,2,1,0,0,50,0
35,1,193026,13,2,2,2,1,0,0,45,0
39,1,117683,6,2,12,2,1,0,0,45,0
52,1,169549,10,1,6,3,0,0,0,40,0
51,6,36186,13,2,1,2,1,0,0,40,0
33,1,130057,12,2,2,2,1,0,0,45,0
39,1,236391,9,2,4,2,1,0,0,45,0
27,1,247819,10,0,8,1,0,0,0,15,0
47,6,231797,13,2,6,2,1,0,1977,55,0
36,1,197860,9,1,7,3,0,0,0,40,26
37,1,93717,10,2,8,5,0,7298,0,45,0
56,5,137078,14,2,1,2,1,0,0,40,0
51,5,202044,13,0,1,1,0,0,0,55,0
37,1,201319,10,4,7,3,0,0,0,40,0
35,1,304001,10,2,4,2,1,0,0,40,0
35,4,278557,9,2,5,2,1,0,0,30,0
51,0,43909,9,1,0,3,0,0,0,40,0
42,1,341178,3,2,7,2,1,0,0,44,10
50,4,176867,16,2,1,2,1,3781,0,40,0
26,1,233777,9,2,10,2,1,0,0,40,0
73,1,199362,9,2,7,2,1,0,0,30,0
41,1,33331,14,2,6,2,1,0,1902,40,0
39,5,164156,12,1,7,3,0,0,0,55,0
44,5,202872,10,1,1,3,0,0,0,25,0
46,1,151584,13,2,2,2,1,0,0,30,0
29,6,114072,10,2,3,2,1,0,0,46,0
21,4,318987,11,2,5,2,1,0,0,40,0
57,2,19520,16,1,1,3,0,0,0,50,0
29,0,99297,9,2,0,1,0,0,0,40,33
36,1,193855,9,2,4,2,1,0,0,40,0
90,1,52386,13,0,1,1,1,0,0,40,0
42,3,184018,9,1,2,3,1,1151,0,50,0
20,2,205895,10,0,8,0,0,0,0,10,0
55,5,28151,9,1,8,1,0,0,0,40,0
45,1,178530,8,1,4,1,1,0,0,40,0
19,0,62534,13,0,0,0,0,0,0,40,2
33,1,125761,10,0,8,1,1,0,0,36,0
21,1,39943,10,0,2,0,0,0,0,20,0
77,0,143516,14,2,0,2,1,0,0,8,0
20,1,211968,11,0,7,0,0,0,0,20,0
22,1,227594,13,0,2,1,0,0,0,40,0
29,1,35032,10,2,12,2,1,0,0,60,0
32,1,124420,9,0,10,1,1,0,0,40,0
29,1,157308,7,2,12,5,0,2829,0,14,14
29,1,156819,12,1,1,3,0,0,0,35,0
53,1,106176,14,2,2,2,1,7298,0,60,0
43,1,143809,9,2,11,2,1,0,0,40,0
17,1,138507,6,0,12,0,1,0,0,12,0
29,1,244246,10,0,4,3,1,0,0,40,21
42,1,191765,9,0,8,4,0,0,2339,40,30
39,1,80324,10,2,6,2,1,0,1977,62,0
22,1,70160,10,0,12,1,1,0,0,40,0
73,1,123160,6,3,7,1,0,0,0,10,0
35,1,334999,9,2,2,2,1,0,0,45,0
39,1,358753,11,2,4,2,1,7688,0,40,0
34,5,210164,10,2,4,2,1,0,1740,40,0
33,4,422960,10,2,1,5,0,0,0,60,0
24,0,99829,10,0,0,0,0,0,0,40,0
41,1,230020,9,2,4,2,1,0,0,40,0
22,1,103440,9,0,7,1,0,0,0,24,0
24,1,233419,9,1,6,1,0,0,0,40,0
31,1,121768,12,1,8,3,0,0,0,35,21
44,5,60735,13,1,1,0,0,0,0,60,0
58,1,85767,10,2,2,2,1,0,0,48,0
36,4,342719,16,2,1,2,1,0,0,45,3
43,1,240124,11,2,4,2,1,0,0,40,0
40,1,192344,13,2,8,2,1,0,0,40,0
33,1,173858,13,2,8,4,1,0,0,40,6
25,1,232914,13,2,8,5,0,0,0,38,0
27,1,133937,10,0,6,1,1,0,0,45,0
36,4,321274,13,2,5,2,1,0,0,50,0
41,1,227890,10,1,4,1,1,0,0,46,0
42,1,99203,9,4,4,1,1,3325,0,40,0
26,4,213258,9,1,5,3,1,0,0,65,0
34,1,195748,12,0,8,0,0,0,0,38,0
33,1,156464,13,0,2,1,1,0,0,50,0
22,1,147253,10,0,7,1,1,0,0,15,0
35,5,668319,13,2,6,2,1,0,1740,80,0
41,1,207375,9,0,2,1,0,0,0,50,0
29,4,266855,13,4,1,0,1,0,0,40,0
34,1,137814,10,4,2,1,1,0,0,45,0
47,3,110901,15,2,1,2,1,0,2415,55,0
55,2,71630,9,1,8,1,0,0,1617,40,0
54,1,181132,9,2,10,2,1,0,0,40,8
21,1,88926,10,0,1,0,1,0,0,10,0
26,0,292803,10,1,0,4,0,0,0,35,0
20,1,64292,10,0,2,1,0,0,0,50,0
29,5,170482,9,2,3,2,1,0,2057,40,0
30,1,208668,12,0,1,1,0,0,0,25,0
43,1,180609,13,2,9,2,1,0,0,45,0
21,1,200153,9,0,7,0,0,0,0,32,0
20,1,330836,7,0,4,0,1,0,0,40,0
51,5,186416,13,1,8,1,0,0,0,40,0
34,2,275880,13,4,6,3,0,0,0,38,0
47,1,121958,4,5,7,3,0,0,0,30,0
52,1,276515,13,2,7,2,1,0,0,40,11
49,1,274720,9,2,4,2,1,0,0,40,0
31,0,163890,10,0,0,3,0,0,0,40,0
36,1,181705,7,2,9,2,1,0,0,40,0
23,1,528616,3,2,7,2,1,0,0,40,10
45,1,288437,9,2,9,2,1,4064,0,40,0
43,1,48193,12,2,11,2,1,0,0,40,0
34,2,137900,13,0,1,1,0,0,0,48,0
58,1,105239,9,2,12,4,1,0,0,40,0
28,1,51961,10,0,11,0,1,0,0,24,0
53,4,105478,13,2,6,2,1,0,2415,40,0
45,1,187666,11,3,6,1,0,0,0,45,0
48,3,72425,13,2,4,2,1,0,0,50,0
51,6,160703,9,2,8,2,1,0,0,40,0
38,5,274245,12,0,1,1,1,0,0,40,0
47,1,252079,13,2,10,2,1,7688,0,44,0
33,3,348326,9,2,9,2,1,0,0,50,0
23,1,349156,9,0,5,1,1,0,0,45,0
39,1,230054,14,2,1,2,1,0,0,50,0
58,1,223214,9,2,1,2,1,0,0,40,3
27,1,168138,9,0,11,1,1,0,0,45,0
37,5,272471,9,1,8,3,0,0,0,40,0
19,5,243960,10,0,2,0,0,0,0,16,0
59,1,168145,9,1,4,1,0,0,0,40,0
33,1,554986,10,4,6,3,0,0,0,40,0
25,1,51392,11,1,8,3,0,0,0,40,0
35,5,99146,13,2,3,2,1,0,0,50,0
53,1,157059,9,2,8,2,1,0,0,50,0
52,1,208302,9,2,2,2,1,0,0,36,0
50,5,68898,16,2,6,2,1,0,0,55,0
31,1,159322,9,0,12,4,1,0,0,40,0
49,1,90907,10,2,8,2,1,0,0,40,39
58,1,196502,10,2,2,2,1,0,0,60,0
22,1,210165,10,0,4,1,1,0,0,50,0
31,1,291702,9,2,4,2,1,0,0,40,0
50,3,177487,9,2,2,5,0,0,0,30,0
62,1,174355,9,3,7,1,0,0,0,40,0
51,3,304955,9,2,6,2,1,7688,0,50,0
63,1,116993,9,2,10,2,1,0,0,40,0
33,1,161444,9,2,10,2,1,0,0,40,0
37,1,112271,7,2,4,2,1,0,0,40,0
23,1,460046,9,4,6,3,0,0,0,42,0
33,1,233149,8,1,10,0,1,0,0,40,0
56,1,186556,10,2,4,2,1,0,0,50,0
28,0,105598,7,0,0,1,1,0,1762,40,39
22,1,239098,9,0,7,3,0,0,0,40,0
34,1,85355,13,0,8,0,1,0,0,40,0
53,3,155983,14,2,2,2,1,0,0,65,0
46,1,145290,11,2,2,2,1,0,0,40,0
26,1,192652,13,0,7,0,1,0,0,40,0
49,1,146268,10,2,4,2,1,0,0,40,0
49,2,423222,14,2,2,2,1,99999,0,80,0
44,1,186916,14,2,6,2,1,0,0,50,0
66,4,262552,10,2,5,2,1,0,0,7,0
38,1,22494,10,1,8,1,0,7443,0,40,0
37,1,111129,11,2,4,2,1,0,0,39,0
42,1,280410,9,2,7,2,1,0,0,40,26
30,1,169496,14,2,7,2,1,0,0,15,0
52,4,156882,10,2,2,2,1,0,0,40,0
26,1,192549,10,0,4,0,1,0,0,40,0
37,2,136137,10,4,8,1,1,0,0,40,0
58,1,116901,9,1,7,3,0,0,0,25,0
57,4,149168,10,2,6,2,1,0,0,55,0
69,3,107850,14,2,6,2,1,6514,0,40,0
32,1,102986,3,2,10,5,0,0,0,40,38
42,1,111468,9,1,8,3,0,3325,0,40,0
43,1,88787,10,2,6,2,1,0,0,45,0
18,0,163788,10,0,0,0,0,0,0,40,0
38,1,376025,4,2,5,2,1,0,0,40,0
59,3,170993,15,1,1,1,1,13550,0,40,0
37,6,32950,12,1,6,3,0,0,0,40,0
60,1,166330,9,2,7,5,0,99999,0,40,0
41,2,26892,13,0,8,1,1,0,0,40,0
35,1,194690,4,1,11,3,0,0,0,40,0
60,1,230545,4,1,8,1,0,0,0,35,11
35,1,270572,13,1,1,1,0,0,0,40,0
32,1,198068,9,0,9,1,1,0,0,60,0
59,5,167027,10,3,8,1,0,0,0,40,0
36,1,184655,9,2,10,2,1,0,0,40,0
23,1,237432,8,0,7,1,1,0,0,60,0
17,1,130795,6,0,7,0,1,0,0,20,0
40,1,346189,16,2,1,2,1,0,0,40,0
53,5,179237,5,2,9,2,1,0,0,40,0
47,1,24723,6,1,6,1,0,0,0,45,0
47,4,118506,13,2,6,0,1,0,0,60,0
25,1,299765,10,4,8,4,0,0,0,40,2
27,2,413870,10,0,6,0,1,0,0,40,0
45,3,117605,9,2,6,2,1,0,0,48,0
43,1,416338,13,0,2,1,1,0,0,50,0
20,6,410446,9,0,8,4,1,0,0,20,0
25,1,96268,7,1,6,3,0,0,0,40,0
21,1,91819,11,0,7,1,1,0,0,30,0
38,1,272017,9,0,10,1,1,0,0,40,0
43,2,187802,10,4,4,1,1,0,0,37,0
25,1,165622,14,0,2,1,1,0,0,55,0
19,2,156294,10,0,1,0,1,0,0,25,0
47,5,165822,10,1,9,3,1,0,0,40,0
40,1,51151,11,2,4,2,1,0,0,40,0
41,1,200652,5,1,7,4,0,0,0,35,0
48,3,192945,9,2,6,2,1,7688,0,40,0
56,5,160829,9,1,8,1,0,0,0,46,0
23,5,145112,13,0,1,0,0,0,0,43,0
44,1,109339,7,1,10,3,0,0,0,46,13
33,1,264554,13,2,1,2,1,0,0,45,0
38,4,334366,10,2,5,5,0,0,0,15,0
46,1,42251,10,2,2,2,1,0,0,45,0
42,1,42346,9,3,6,1,0,0,0,35,0
48,1,177775,9,1,6,1,0,0,0,40,0
52,1,231196,9,2,2,2,1,0,0,40,0
33,5,198183,13,0,1,1,0,0,0,50,0
36,1,183892,9,1,9,1,1,8614,0,45,0
35,1,44780,10,2,8,5,0,7688,0,20,0
28,1,221215,6,0,12,4,1,0,0,40,10
19,0,383715,10,0,0,1,0,0,0,25,0
39,1,280570,13,2,6,2,1,3103,0,50,0
65,0,258973,10,3,0,1,0,401,0,14,0
39,3,126675,10,2,1,2,1,0,0,25,0
66,1,192504,14,2,2,2,1,0,0,40,0
36,1,186865,16,2,1,2,1,0,0,60,0
28,4,204984,13,0,11,1,1,0,0,45,0
28,1,193158,9,1,2,0,0,0,0,40,0
40,1,175696,10,2,6,2,1,0,0,45,0
42,1,184823,10,0,8,0,0,0,0,40,0
48,4,397466,10,2,6,2,1,0,0,60,0
31,1,200117,9,1,8,1,1,0,0,40,0
27,1,214702,15,2,1,2,1,0,0,42,0
38,6,68840,10,2,6,2,1,0,0,40,0
46,1,28074,10,2,4,2,1,0,0,89,0
48,3,125892,10,2,2,2,1,0,0,38,0
37,4,255503,15,0,1,1,1,0,0,55,0
32,3,244665,9,2,4,2,1,5178,0,45,0
30,1,169841,9,1,2,1,0,0,0,25,0
63,0,126540,10,1,0,1,0,0,0,5,0
42,4,64632,9,2,6,2,1,0,0,50,0
82,0,194590,11,3,0,1,0,0,0,8,0
44,2,271807,14,1,1,1,1,0,0,16,0
36,4,223789,14,2,1,2,1,0,0,45,0
38,5,140854,9,2,3,2,1,0,0,40,0
66,2,41506,6,1,7,1,0,0,0,40,0
47,4,94100,13,0,5,1,1,0,0,65,0
59,3,155259,10,2,6,5,0,0,0,20,0
36,1,34378,4,0,10,3,1,0,0,60,0
47,1,21906,14,0,1,1,0,0,0,25,0
38,1,186934,10,2,4,2,1,0,0,45,0
43,1,51506,8,2,9,2,1,0,0,40,0
36,1,314373,9,1,2,1,1,0,0,50,0
37,1,193855,9,2,9,2,1,0,0,45,0
30,0,33811,13,0,0,1,0,0,0,99,0
45,1,33794,14,2,7,2,1,0,0,40,0
26,1,181666,12,2,8,0,0,0,0,40,3
24,1,233777,10,0,2,3,1,0,0,50,10
27,1,187981,9,0,12,0,1,0,0,40,0
57,1,205708,10,2,4,2,1,0,0,40,21
65,1,154351,9,0,8,1,0,2993,0,40,0
29,1,200515,10,2,10,2,1,0,0,38,0
39,1,65624,4,2,12,2,1,0,0,48,0
71,0,229424,9,3,0,1,0,0,0,40,0
32,1,250354,6,0,4,4,1,0,0,45,0
68,2,99106,14,1,1,1,0,0,0,20,0
38,1,217349,11,1,1,1,0,14344,0,40,0
34,4,48935,10,2,5,5,0,0,0,30,0
41,1,106627,12,1,6,3,0,0,0,50,0
61,3,113544,14,2,2,2,1,0,0,40,0
72,1,165622,10,3,8,1,0,0,0,25,0
33,1,277455,14,0,1,1,1,0,0,40,0
38,1,27408,9,0,5,1,1,0,0,60,0
31,4,234537,10,2,4,2,1,0,0,60,0
22,1,212780,9,0,2,1,0,0,0,30,0
37,1,175232,14,1,6,3,1,0,0,60,0
25,4,55048,9,0,4,0,1,0,0,36,0
44,1,167005,13,2,6,2,1,7688,0,60,0
40,4,33474,14,2,2,2,1,0,0,60,0
54,1,48358,9,2,4,2,1,0,0,40,0
60,1,198727,9,2,1,2,1,0,0,30,0
19,1,151806,10,0,7,1,0,0,0,40,0
25,1,194342,9,0,10,0,1,0,0,40,0
24,1,85041,9,4,7,3,0,0,0,25,0
50,5,173630,14,2,1,2,1,0,0,36,0
30,1,109282,10,0,2,0,1,0,0,20,0
28,5,250135,14,2,1,5,0,0,1902,55,0
34,1,209768,13,2,6,2,1,15024,0,60,0
18,1,60981,10,0,2,0,0,2176,0,35,0
34,1,191930,10,2,10,2,1,0,0,40,0
62,4,244953,10,3,6,1,0,0,0,20,0
58,1,293399,7,3,10,1,0,0,0,40,0
34,1,344073,9,4,8,1,1,0,0,40,0
72,0,96867,3,3,0,1,0,0,0,40,0
30,1,488720,11,2,12,2,1,0,0,40,10
30,4,370498,10,0,2,1,1,0,0,40,0
22,1,117606,13,0,8,0,0,0,0,32,0
35,1,77146,11,1,6,1,1,0,0,45,0
39,1,188540,9,1,6,1,1,0,0,45,0
26,5,386949,9,1,8,3,0,0,0,25,0
29,5,211032,12,2,3,2,1,0,0,72,0
43,1,258049,14,2,6,2,1,7688,0,53,0
30,1,230224,13,0,6,1,1,0,0,55,0
38,1,326886,11,2,6,2,1,0,0,45,0
52,6,129177,9,1,8,1,0,0,0,40,0
18,1,130652,10,0,8,0,0,0,0,25,0
27,1,106039,13,1,1,0,0,0,0,50,0
20,1,206869,10,0,2,0,0,0,0,30,0
41,1,590204,14,2,1,5,0,15024,0,40,0
41,1,197344,9,0,4,1,1,0,0,54,0
49,1,262116,15,2,1,2,1,0,0,48,0
29,1,224858,10,2,1,2,1,0,0,45,0
27,1,211032,1,2,5,4,1,41310,0,24,10
70,0,173736,13,2,0,2,1,0,0,6,0
64,1,217802,9,3,4,1,0,0,0,40,0
48,1,192894,16,2,1,2,1,0,0,40,0
36,1,274809,9,1,8,3,0,0,0,50,0
33,1,513977,10,2,11,2,1,0,0,40,0
34,1,183557,9,1,10,1,0,0,0,25,0
51,5,108435,14,2,1,2,1,0,0,80,0
26,1,172230,9,0,8,1,1,0,0,40,0
55,4,150917,4,2,2,2,1,0,0,80,0
48,3,216214,10,2,4,2,1,3103,0,40,0
42,1,163322,10,1,8,3,0,0,0,38,0
41,1,155106,9,2,12,2,1,0,0,40,0
28,1,222442,9,2,2,2,1,0,0,51,11
25,1,273792,9,0,4,0,1,0,0,37,0
45,1,27332,9,1,2,1,0,0,0,40,0
36,5,282602,11,4,8,0,0,0,0,40,0
38,1,258888,10,2,8,5,0,0,0,35,0
30,1,327202,8,0,4,1,1,0,0,40,0
28,1,147889,6,6,7,5,0,0,0,40,0
28,1,220692,10,0,8,0,0,0,0,40,0
28,0,161290,10,0,0,0,0,0,0,40,0
36,1,31023,14,2,6,2,1,0,0,50,0
31,1,227886,10,0,8,3,0,0,0,35,0
64,3,195366,13,2,1,2,1,0,0,40,0
20,1,138994,9,0,2,0,0,0,0,40,23
41,1,27444,10,2,8,2,1,0,0,46,0
54,5,188588,3,0,10,1,1,0,2001,35,0
46,1,231515,12,0,8,1,0,0,0,47,11
33,1,236379,11,2,4,2,1,0,0,45,0
23,1,176486,10,0,7,4,0,0,0,25,0
19,1,187161,10,0,2,0,0,0,0,18,0
45,4,174426,10,0,1,1,1,0,0,35,0
42,6,91468,9,1,8,1,0,0,0,40,0
22,1,86849,10,0,7,0,0,0,0,20,0
49,1,213897,13,2,2,2,1,0,0,50,5
47,1,111961,9,2,7,5,0,0,0,30,0
42,1,339346,14,1,8,1,0,0,0,25,0
43,4,277488,9,2,5,2,1,0,0,30,0
30,1,96287,14,0,1,1,0,0,0,45,0
58,0,141409,11,2,0,2,1,0,0,40,0
22,1,124940,10,2,8,5,0,0,0,44,0
55,4,105239,9,2,4,2,1,0,2057,60,0
44,3,165815,9,2,9,2,1,0,0,96,0
20,1,105312,10,0,2,0,0,0,0,18,0
29,1,84366,6,5,8,3,0,0,0,40,10
38,3,275223,13,2,2,2,1,7688,0,40,0
35,1,143152,10,2,8,5,0,3908,0,27,0
41,5,344624,10,2,7,2,1,0,1485,40,0
35,1,177482,9,2,10,2,1,0,0,40,0
58,1,105363,9,2,10,2,1,0,0,40,18
38,2,110426,16,2,1,5,0,7688,0,40,3
28,1,480861,9,2,10,2,1,0,0,45,0
23,1,161092,13,0,8,0,1,0,0,40,0
36,4,136028,5,2,4,2,1,0,0,30,0
29,1,24153,10,2,7,5,0,0,0,40,0
25,1,322585,9,0,2,1,1,0,0,45,0
35,0,164866,6,1,0,1,1,0,0,99,0
55,4,147098,5,2,4,2,1,0,0,50,0
47,1,159726,9,2,9,2,1,0,0,85,0
28,1,198493,12,0,4,1,1,0,0,40,0
25,1,257310,9,0,10,1,1,0,0,40,0
62,1,134768,9,2,9,2,1,0,0,40,0
57,1,104272,7,2,4,2,1,0,0,40,0
29,1,214858,13,2,2,2,1,0,0,40,0
62,1,210464,9,0,7,4,0,0,0,38,0
43,1,388849,12,2,12,2,1,0,0,60,0
39,5,229651,13,2,1,2,1,0,0,50,0
53,1,340723,15,0,1,1,0,0,0,40,0
48,6,50459,9,1,7,3,1,0,0,40,0
28,4,195607,9,2,2,5,0,0,0,40,0
53,1,177063,10,2,2,2,1,0,0,45,0
39,1,61343,6,2,10,2,1,0,0,60,0
34,3,23778,13,1,6,1,1,0,0,50,0
23,1,175837,7,0,5,4,0,0,0,40,13
24,1,23438,11,0,8,1,1,0,0,30,0
28,1,39232,13,0,1,1,1,0,0,45,0
39,1,262841,9,2,6,2,1,0,0,50,0
26,1,305129,7,2,4,2,1,0,0,45,0
22,0,196280,10,0,0,0,0,0,0,20,0
49,1,255559,10,2,8,5,0,0,0,40,0
39,1,207568,9,2,12,2,1,0,0,48,0
49,4,123598,9,0,4,1,1,0,0,30,0
35,1,225330,13,0,8,1,0,0,0,40,0
61,2,199495,8,2,4,2,1,0,0,40,0
41,1,104196,14,2,6,2,1,0,0,50,0
28,1,128509,3,0,10,1,0,0,0,40,3
47,3,139268,4,2,1,2,1,0,0,45,0
39,1,210626,9,1,10,3,0,0,0,40,0
34,1,195890,10,2,1,5,0,0,0,40,0
31,5,199368,13,2,3,2,1,0,0,50,0
31,1,502752,13,2,8,5,0,0,0,40,0
34,5,230420,13,2,1,2,1,0,0,40,0
28,1,241607,9,0,5,1,1,0,0,40,0
29,1,264166,10,0,8,1,0,0,0,60,10
40,2,269733,11,0,4,1,1,0,0,40,0
24,1,41838,10,2,4,2,1,2407,0,40,0
25,1,183575,7,0,4,0,1,0,0,40,0
46,1,224202,10,2,2,2,1,0,0,50,0
28,1,66777,11,2,7,4,0,3137,0,40,0
33,1,165235,13,0,7,1,0,0,0,35,32
50,1,99307,9,2,4,2,1,5013,0,45,0
35,6,226916,13,3,8,1,1,0,0,40,0
18,0,279288,6,0,0,4,0,0,0,30,0
51,1,105788,3,4,7,3,0,0,0,40,28
80,0,91901,9,2,0,2,1,0,0,25,0
64,1,146674,9,2,7,2,1,0,0,40,3
28,1,176683,13,2,6,2,1,5178,0,50,0
38,1,276559,9,2,6,2,1,7688,0,70,0
43,4,421837,10,2,2,2,1,7298,0,50,10
43,2,218542,9,0,8,3,0,0,0,40,0
43,6,105936,11,0,1,1,0,13550,0,40,0
19,1,376540,9,0,8,1,0,0,0,30,0
20,1,210781,10,0,8,0,0,0,0,20,0
51,1,128143,10,2,4,2,1,0,0,40,0
51,4,168539,12,2,6,2,1,0,0,40,0
22,1,211361,13,0,6,1,0,0,0,30,0
25,5,169905,10,2,5,2,1,0,0,40,0
22,1,216134,10,0,2,0,0,0,0,40,0
31,1,97933,10,0,8,1,0,0,0,40,0
50,6,176969,9,1,1,1,1,0,1590,40,0
56,4,60166,2,0,6,1,1,0,0,65,0
21,1,209955,9,0,4,1,1,0,0,48,0
47,1,108510,6,2,2,2,1,0,0,65,0
19,1,139466,10,0,2,0,0,0,0,25,0
51,2,77905,11,1,1,3,0,0,0,40,0
66,4,28061,4,3,5,3,1,0,0,50,0
44,1,222635,3,2,10,2,1,0,0,40,0
20,1,89991,10,0,2,4,0,0,0,35,0
27,1,204648,11,0,10,3,0,0,0,40,0
50,1,200783,4,1,4,1,1,0,0,60,0
24,1,118023,10,0,12,0,1,0,0,30,0
44,1,171615,9,2,9,2,1,0,0,45,0
36,2,747719,15,2,1,5,0,15024,0,50,0
50,5,82783,14,2,1,2,1,0,0,45,0
65,0,221881,7,2,0,2,1,0,0,40,10
22,1,114357,10,0,7,1,1,0,0,35,0
47,1,121253,16,1,1,3,0,0,0,29,0
39,1,191103,9,0,7,1,1,0,0,40,0
32,1,318647,13,2,6,2,1,0,0,48,0
24,3,493034,9,0,7,1,1,13550,0,50,0
40,1,214010,13,0,7,1,1,0,0,37,0
19,0,20469,9,0,0,4,0,0,0,12,25
23,1,220115,9,0,10,1,1,0,0,40,0
28,1,202206,9,2,10,2,1,0,0,50,13
49,5,102359,5,3,12,3,1,0,2231,40,0
36,1,460437,5,1,2,1,0,0,0,40,0
31,5,226494,13,0,1,1,1,0,0,45,0
62,4,97950,13,2,4,2,1,0,0,6,0
47,4,255934,10,2,6,2,1,0,0,80,0
38,1,189916,10,2,2,5,0,0,0,40,0
38,1,278924,10,1,4,1,1,0,0,44,0
40,1,134026,7,0,7,4,1,0,0,40,0
37,1,111128,7,0,10,1,1,0,0,40,0
26,1,29488,15,0,1,1,1,0,0,40,0
29,1,142249,13,0,2,0,1,0,0,40,0
24,6,203182,13,0,6,1,0,2174,0,40,0
21,1,199915,10,0,7,0,0,0,0,40,0
52,4,98642,9,2,4,2,1,0,0,50,6
26,1,206199,7,0,9,1,1,0,0,40,0
57,1,180920,6,2,4,2,1,0,0,43,0
45,4,165267,5,2,9,2,1,0,0,40,0
35,4,193260,14,2,2,2,1,0,0,40,3
52,5,246197,9,2,4,2,1,0,0,40,0
25,1,632834,9,0,4,0,1,0,0,40,0
44,1,176063,13,2,6,2,1,0,0,45,0
48,1,240629,9,2,4,2,1,0,0,40,7
22,1,152744,10,0,7,1,0,0,0,40,14
20,1,42706,10,0,8,1,1,0,0,25,0
23,1,252153,10,0,7,1,0,0,0,28,0
35,1,150042,9,2,6,5,0,0,0,40,0
62,1,73292,10,2,7,2,1,0,0,40,0
46,1,156926,10,2,6,2,1,0,0,60,0
29,1,55390,9,2,4,2,1,0,0,40,0
38,1,194304,10,1,9,1,1,0,0,55,0
78,0,109498,5,3,0,3,1,0,0,40,0
47,1,76612,9,2,1,2,1,0,0,50,0
58,1,110820,13,2,6,2,1,0,0,50,0
40,1,320451,16,2,1,2,1,0,1977,45,37
64,1,166843,9,3,7,4,1,0,0,28,0
36,1,437909,9,2,10,2,1,0,0,40,0
67,3,147377,9,2,6,2,1,0,0,45,0
20,1,120601,9,0,9,0,1,0,0,40,0
20,1,360457,10,0,6,0,0,0,0,30,0
27,2,212232,10,2,6,2,1,0,0,40,0
28,1,308709,13,0,2,1,0,0,0,48,0
33,1,149220,11,0,7,3,0,0,0,40,0
17,1,124661,7,0,2,0,0,0,0,35,0
55,4,79011,9,2,5,2,1,0,0,70,0
33,1,259931,7,4,10,4,1,0,0,30,0
42,3,149102,11,0,4,0,1,0,0,40,0
51,5,201040,14,2,1,2,1,0,0,40,10
39,1,191002,9,0,2,1,0,0,0,40,21
38,3,99146,13,2,6,2,1,15024,0,80,0
48,1,155509,10,0,4,1,0,0,0,40,0
43,1,193459,7,2,12,2,1,0,0,40,0
22,1,157332,9,0,8,1,0,0,0,35,0
42,2,148316,11,2,3,2,1,0,0,40,0
32,1,261059,10,0,7,1,1,0,0,50,0
42,1,24364,10,2,7,5,0,0,0,30,0
40,1,107433,13,2,6,2,1,0,1977,50,0
26,1,112847,11,0,11,0,1,0,0,40,0
44,1,268039,10,1,12,4,1,0,0,40,0
35,4,190895,13,1,6,1,1,0,0,25,0
19,1,311974,9,0,4,4,1,0,0,25,10
48,1,180010,10,4,4,3,0,0,0,40,0
67,6,65475,9,2,11,2,1,0,0,40,0
29,1,253003,10,0,4,1,1,0,2258,45,0
48,5,246392,12,4,8,1,0,0,0,40,0
35,1,77792,9,2,6,2,1,0,0,45,0
64,0,321403,9,3,0,4,1,0,0,40,0
21,1,277408,10,0,7,3,0,0,0,35,0
29,1,131913,10,0,8,4,0,0,0,40,0
24,1,143246,10,0,10,0,0,2597,0,45,0
51,1,24344,12,0,8,1,0,0,0,40,0
35,2,189794,9,2,7,5,0,0,0,40,0
42,3,188615,13,2,2,2,1,0,0,60,0
22,1,144238,7,0,5,0,0,0,0,38,0
20,1,211968,10,0,1,0,0,0,0,15,0
26,1,159732,9,3,9,1,1,0,0,40,0
43,1,293176,13,2,2,2,1,0,0,40,0
51,1,113045,14,3,6,3,1,15020,0,40,0
41,1,179580,10,1,7,1,0,0,0,36,0
52,1,84451,11,1,7,1,1,0,0,32,0
18,1,336508,7,0,8,0,0,0,0,15,0
36,4,84848,9,4,7,1,0,0,0,16,0
51,5,133050,10,2,6,2,1,0,0,40,0
45,1,101977,10,2,2,2,1,0,0,45,0
46,5,175754,14,1,1,1,0,0,1876,60,0
44,4,89172,13,2,1,2,1,0,0,80,0
32,1,167990,9,2,6,2,1,0,0,40,12
20,0,137300,9,0,0,4,0,0,0,35,0
51,4,256963,10,2,2,2,1,0,0,60,0
20,1,234663,9,0,12,0,1,0,0,30,0
18,1,89760,8,0,7,0,0,0,0,20,0
37,6,287031,14,2,11,2,1,0,0,50,0
20,1,315877,9,0,7,3,1,0,2001,40,0
33,1,188246,13,2,6,2,1,0,0,40,0
30,1,94145,9,1,8,3,1,0,0,40,0
26,1,410240,7,0,4,1,1,0,0,40,0
54,6,392502,10,2,1,2,1,0,0,40,0
35,1,212512,9,2,4,2,1,0,0,50,0
